Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
17/07/2026,FC Voluntari,FC Botosani,2,2,D,,,
17/07/2026,FCSB,FC Arges,2,0,H,,,
18/07/2026,Otelul,CFR Cluj,2,1,H,,,
18/07/2026,Univ. Craiova,UTA Arad,4,0,H,,,
19/07/2026,U. Cluj,Farul Constanta,2,1,H,,,
19/07/2026,Petrolul,Dinamo Bucuresti,1,0,H,,,
20/07/2026,Corvinul,Csikszereda M. Ciuc,3,0,H,,,
20/07/2026,FC Rapid Bucuresti,Sepsi Sf. Gheorghe,1,0,H,,,
24/07/2026,UTA Arad,Otelul,2,2,D,,,
24/07/2026,FC Arges,Petrolul,1,0,H,,,
25/07/2026,Farul Constanta,Corvinul,2,0,H,,,
25/07/2026,Dinamo Bucuresti,Univ. Craiova,5,1,H,,,
26/07/2026,Sepsi Sf. Gheorghe,U. Cluj,1,0,H,,,
26/07/2026,Csikszereda M. Ciuc,FCSB,0,2,A,,,
27/07/2026,CFR Cluj,FC Voluntari,5,0,H,,,
27/07/2026,FC Botosani,FC Rapid Bucuresti,1,1,D,,,
31/07/2026,FC Arges,Csikszereda M. Ciuc,1,0,H,,,
31/07/2026,Otelul,Dinamo Bucuresti,1,1,D,,,
01/08/2026,FC Voluntari,UTA Arad,1,0,H,,,
01/08/2026,Univ. Craiova,Petrolul,4,0,H,,,
02/08/2026,Corvinul,Sepsi Sf. Gheorghe,1,1,D,,,
02/08/2026,FC Rapid Bucuresti,CFR Cluj,3,1,H,,,
03/08/2026,U. Cluj,FC Botosani,2,1,H,,,
03/08/2026,FCSB,Farul Constanta,2,2,D,,,
